"","Scleractinian_branching","Scleractinian_encrusting","Scleractinian_massive","Scleractinian_laminar","Scleractinian_solitary","Gorgonia","Black_coral","Hydroids","CCA","Cnidaria (non Scleractinian)","Sponges","Fleshy macroalgae","Crustose algae","Halimeda","Others"
"40_TUATIK2_5",0,0,0,66.67,0,0,0,0,2.67,0,6.67,0,0,0,0
"40_TUATIK2_6",1.33,0,8,48,1.33,0,0,0,5.33,0,4,2.66,0,0,0
"40_TUATIK2_7",0,0,0,90.67,0,0,0,0,2.67,0,0,1.33,0,0,0
"40_TUATIK2_8",0,1.33,2.66,65.33,0,0,0,0,1.33,1.33,0,2.67,0,0,0
"40_TUATIK2_9",0,1.33,0,68,0,0,0,0,5.33,0,0,0,0,2.67,0
"40_TUATIK2_10",0,1.33,9.33,65.33,0,0,0,0,4,0,0,1.33,0,0,0
"40_TUATIK2_11",0,0,9.33,46.67,0,0,0,0,8,0,12,1.33,0,0,0
"40_TUATIK2_12",0,0,1.33,38.67,0,0,0,0,9.33,0,5.33,6.67,0,0,0
"40_TUATIK2_13",0,1.33,1.33,48,0,0,0,0,4,0,2.66,5.33,0,0,0
"40_TUATIK2_14",0,1.33,1.33,16,0,0,0,0,6.67,0,13.33,2.67,0,0,2.67
"40_TUATIK2_15",1.33,0,18.66,20,0,0,0,0,1.33,0,2.67,2.67,0,4,0
"40_TUATIK2_16",0,0,0,41.33,0,0,0,0,0,0,8,4,0,0,0
"40_TUATIK2_17",0,6.67,4,34.66,0,0,0,0,8,0,1.33,6.67,0,0,0
"40_TUATIK2_18",0,1.33,1.33,69.33,0,0,0,0,2.67,0,2.67,8,0,0,0
"40_TUATIK2_19",0,0,8,50.67,1.33,0,0,0,0,0,1.33,2.67,0,0,1.33
"40_TUATIK2_20",0,0,2.67,66.67,1.33,0,0,0,1.33,0,0,10.67,0,1.33,0
"40_TUATIK2_21",2.67,4,0,36,0,0,0,0,10.67,0,18.67,17.33,0,0,0
"40_TUATIK2_22",0,0,1.33,54.66,1.33,0,0,0,0,0,1.33,1.33,0,0,0
"40_TUATIK2_23",0,2.67,0,85.33,0,0,0,0,2.67,0,0,1.33,0,0,0
"40_TUATIK2_24",0,0,13.33,45.33,0,0,0,0,1.33,0,5.33,0,0,1.33,0
"40_TUATIK2_25",0,2.66,2.66,50.66,0,0,0,0,6.67,0,6.67,5.34,0,0,0
"40_TUATIK2_26",0,2.67,0,41.34,1.33,0,0,0,2.67,0,0,0,0,4,0
"40_TUATIK2_27",0,1.33,1.33,12,3.99,0,0,0,9.33,0,16,10.67,0,1.33,0
"40_TUATIK2_28",0,0,0,82.67,0,0,0,0,0,0,1.33,2.67,0,0,0
"40_TUATIK2_29",0,1.33,0,21.33,0,0,0,0,2.67,0,1.33,0,0,0,0
"40_TUATIK2_30",4,9.34,5.33,17.33,0,0,0,0,5.33,0,9.33,2.67,0,0,0
"60_GAMMAN1_1",17.33,0,14.67,0,0,0,0,0,0,0,0,0,0,0,0
"60_GAMMAN1_2",14.67,1.33,5.33,0,0,0,0,0,4,0,0,0,0,0,0
"60_GAMMAN1_3",25.33,0,12,0,0,0,0,0,0,0,0,0,0,0,0
"60_GAMMAN1_4",10.67,1.33,6.67,0,0,0,0,0,0,0,0,1.33,0,0,0
"60_GAMMAN1_5",18.67,0,23.99,0,0,0,0,0,1.33,0,0,0,0,0,0
"60_GAMMAN1_6",49.33,1.33,33.33,0,0,0,0,0,5.33,0,0,0,0,0,0
"60_GAMMAN1_7",8,0,45.33,0,0,0,0,0,2.67,0,0,0,0,0,0
"60_GAMMAN1_8",12,1.33,24,0,0,0,0,0,0,0,0,0,0,0,0
"60_GAMMAN1_9",0,1.33,12,0,0,0,0,0,5.33,0,1.33,1.33,0,0,0
"60_GAMMAN1_10",0,10.67,31.99,0,0,0,0,0,1.33,0,0,0,1.33,0,0
"60_GAMMAN1_11",20,4,16,0,1.33,0,0,0,0,0,0,0,0,0,0
"60_GAMMAN1_12",9.33,0,46.67,0,0,0,0,0,1.33,0,0,0,0,0,0
"60_GAMMAN1_13",28,0,40,0,0,0,0,0,0,0,0,0,0,0,0
"60_GAMMAN1_14",0,0,24,0,0,0,0,0,4,0,0,0,0,0,0
"60_GAMMAN1_15",6.67,0,28,0,0,0,0,0,1.33,0,0,0,0,0,0
"60_GAMMAN1_16",1.33,0,20,0,0,0,0,0,0,0,0,0,0,0,0
"60_GAMMAN1_17",2.67,0,10.66,0,0,0,0,0,0,0,0,1.33,0,0,0
"60_GAMMAN1_18",0,4,64,0,0,0,0,0,4,0,0,0,0,0,0
"60_GAMMAN1_19",8,1.33,26.67,0,0,0,0,0,1.33,0,0,0,0,0,0
"60_GAMMAN1_20",0,5.33,22.67,0,0,0,0,0,2.67,0,2.67,0,0,0,1.33
"60_GAMMAN1_21",9.33,1.33,20,2.66,0,0,0,0,1.33,0,0,0,0,0,0
"60_GAMMAN1_22",5.33,7.99,24,0,0,0,0,0,1.33,0,0,0,0,0,0
"60_GAMMAN1_23",2.67,0,26.66,0,0,0,0,0,4,0,0,2.67,2.67,0,0
"60_GAMMAN1_24",0,4,37.33,1.33,0,0,0,0,4,0,0,0,0,0,0
"60_GAMMAN1_25",0,4,46.67,0,0,0,0,0,5.33,0,0,0,0,0,0
"60_GAMMAN1_26",4,1.33,9.33,0,0,0,0,0,2.67,0,0,0,0,0,0
"60_GAMMAN1_27",10.67,0,14.66,0,0,0,0,0,0,0,0,0,0,0,0
"60_GAMMAN1_28",22.66,0,4,0,0,0,0,0,5.33,0,0,1.33,0,0,0
"60_GAMMAN1_29",2.67,0,1.33,0,0,0,0,0,5.33,0,0,0,0,0,0
"60_GAMMAN1_30",30.67,0,5.33,0,0,0,0,0,0,0,0,1.33,0,0,0
"60_GAMMAN2_1",4,0,2.66,0,2.67,0,0,0,5.33,0,0,46.67,0,0,0
"60_GAMMAN2_2",0,0,5.33,0,0,0,0,0,2.67,0,0,18.67,0,0,0
"60_GAMMAN2_3",0,1.33,13.33,1.33,0,0,0,0,0,0,0,36,0,0,0
"60_GAMMAN2_4",5.33,0,0,0,0,0,0,0,0,0,0,30.67,2.67,0,0
"60_GAMMAN2_5",1.33,0,2.67,0,4,0,0,0,1.33,0,0,5.33,0,0,0
"60_GAMMAN2_6",26.67,0,5.33,1.33,1.33,0,0,0,1.33,0,1.33,22.67,0,0,0
"60_GAMMAN2_7",0,4,0,1.33,1.33,0,0,0,2.67,0,0,45.33,0,0,0
"60_GAMMAN2_8",4,0,1.33,0,0,0,0,0,5.33,0,0,37.33,0,0,0
"60_GAMMAN2_9",18.67,1.33,2.67,0,0,0,0,0,4,0,0,16,0,0,0
"60_GAMMAN2_10",12,0,5.33,1.33,1.33,0,0,0,10.67,0,0,49.33,0,0,0
"60_GAMMAN2_11",0,0,2.66,0,0,0,0,0,1.33,0,0,33.33,0,0,0
"60_GAMMAN2_12",9.33,0,0,0,0,0,0,0,0,0,0,40,0,0,0
"60_GAMMAN2_13",8,0,1.33,0,0,0,0,0,5.33,0,0,18.67,0,0,0
"60_GAMMAN2_14",0,0,1.33,0,0,0,0,0,0,0,0,34.67,0,0,0
"60_GAMMAN2_15",0,0,4,0,0,0,0,0,5.33,0,0,60,0,0,0
"60_GAMMAN2_16",1.33,1.33,1.33,0,0,0,0,0,4,0,0,46.67,0,0,0
"60_GAMMAN2_17",1.33,4,2.67,1.33,0,0,0,0,9.33,0,2.67,24,0,0,0
"60_GAMMAN2_18",0,0,5.33,0,0,0,0,0,0,0,0,46.67,0,0,0
"60_GAMMAN2_19",0,0,0,0,0,0,0,0,2.67,0,0,42.67,0,0,0
"60_GAMMAN2_20",21.33,1.33,2.66,0,0,0,0,0,1.33,0,0,37.33,0,0,0
"60_GAMMAN2_21",1.33,0,4,0,0,0,0,0,4,0,0,56,0,0,0
"60_GAMMAN2_22",1.33,1.33,0,0,0,0,0,0,5.33,0,0,57.33,0,0,0
"60_GAMMAN2_23",2.67,4,4,1.33,0,0,0,0,4,0,0,32,0,0,0
"60_GAMMAN2_24",4,0,5.33,0,1.33,0,0,0,1.33,0,0,49.34,0,0,0
"60_GAMMAN2_25",2.67,2.67,2.67,0,2.66,0,0,0,1.33,0,0,37.33,0,0,0
"60_GAMMAN2_26",8,0,0,0,0,0,0,0,4,0,0,26.67,1.33,0,0
"60_GAMMAN2_27",6.66,1.33,0,0,0,0,0,0,2.67,0,0,37.33,0,0,0
"60_GAMMAN2_28",2.67,0,0,0,0,0,0,0,0,0,4,73.33,0,0,0
"60_GAMMAN2_29",8,0,2.67,0,0,0,0,0,0,0,0,40,0,0,0
"60_GAMMAN2_30",6.67,0,0,0,0,0,0,0,1.33,0,0,42.67,0,0,0
"60_SOCBOR1_1",0,44,0,21.33,1.33,0,0,0,10.67,0,0,0,0,0,0
"60_SOCBOR1_2",0,66.66,0,0,1.33,0,0,0,2.67,0,0,0,0,0,0
"60_SOCBOR1_3",0,74.66,0,2.66,0,0,0,0,1.33,0,0,0,0,0,0
"60_SOCBOR1_4",0,46.67,1.33,1.33,0,0,0,0,9.33,0,0,0,0,0,1.33
"60_SOCBOR1_5",0,26.66,6.67,32,0,0,0,0,2.67,0,0,0,0,0,0
"60_SOCBOR1_6",0,16,21.33,38.67,0,0,0,0,1.33,0,0,0,0,0,0
"60_SOCBOR1_7",0,19.99,13.33,8,0,0,0,0,5.33,0,0,0,0,0,0
"60_SOCBOR1_8",0,6.67,0,68,0,0,0,0,2.67,0,0,0,0,0,0
"60_SOCBOR1_9",0,36,4,40,0,0,0,0,4,0,0,0,0,0,0
"60_SOCBOR1_10",0,36,0,10.66,0,0,0,0,16,0,0,0,0,0,0
"60_SOCBOR1_11",0,40,0,4,0,0,0,0,2.67,0,0,0,0,0,0
"60_SOCBOR1_12",0,52,0,16,0,0,0,0,1.33,0,0,0,0,0,0
"60_SOCBOR1_13",2.67,12,0,53.33,0,0,0,0,4,0,0,0,0,0,0
"60_SOCBOR1_14",0,60,0,1.33,0,0,0,0,13.33,1.33,0,0,0,0,0
"60_SOCBOR1_15",0,4,0,86.67,0,0,0,0,0,0,0,0,0,0,0
"60_SOCBOR1_16",0,31.99,6.66,1.33,0,0,0,0,4,0,1.33,0,0,0,0
"60_SOCBOR1_17",0,41.34,0,0,0,0,0,0,8,0,0,0,0,0,0
"60_SOCBOR1_18",0,61.33,0,1.33,0,0,0,0,6.67,0,0,0,0,0,0
"60_SOCBOR1_19",0,25.34,0,4,0,0,0,0,13.33,0,1.33,0,0,0,0
"60_SOCBOR1_20",0,61.34,0,1.33,0,0,0,0,5.33,0,0,0,0,0,0
"60_SOCBOR1_21",0,5.33,0,56,0,0,0,0,0,0,0,0,0,0,0
"60_SOCBOR1_22",0,0,0,94.67,0,0,0,0,0,0,0,0,0,0,0
"60_SOCBOR1_23",0,17.34,29.33,0,0,0,0,0,9.33,0,0,0,0,0,0
"60_SOCBOR1_24",0,18.66,0,58.67,0,0,0,0,4,0,0,0,0,0,0
"60_SOCBOR1_25",0,17.34,0,65.33,0,0,0,0,0,0,0,0,0,0,0
"60_SOCBOR1_26",0,14.67,17.33,33.33,0,0,0,0,5.33,0,0,0,0,0,0
"60_SOCBOR1_27",0,34.66,32,0,0,0,0,0,0,0,0,0,0,0,0
"60_SOCBOR1_28",0,73.33,2.67,4,0,0,0,0,6.67,0,0,0,0,0,9.33
"60_SOCBOR1_29",0,18.67,0,70.67,1.33,0,0,0,2.67,0,0,0,0,0,0
"60_SOCBOR1_30",0,61.33,0,1.33,0,0,0,0,5.33,0,1.33,0,0,0,0
"60_SOCBOR2_1",0,44,9.34,4,1.33,0,0,0,4,0,6.66,0,0,0,0
"60_SOCBOR2_2",0,67.99,0,4,0,0,0,0,5.33,0,0,0,0,0,0
"60_SOCBOR2_3",5.33,62.67,0,9.33,0,0,0,0,8,0,5.33,0,0,0,0
"60_SOCBOR2_4",0,48,0,34.66,1.33,0,0,0,4,0,0,0,0,0,0
"60_SOCBOR2_5",0,68,0,5.33,0,0,0,0,2.67,0,12,0,0,0,1.33
"60_SOCBOR2_6",9.33,58.67,0,1.33,0,0,0,0,9.33,1.33,5.34,0,0,0,0
"60_SOCBOR2_7",8,58.67,0,2.67,0,0,0,0,9.33,2.67,6.66,0,0,1.33,1.33
"60_SOCBOR2_8",2.67,62.66,0,5.33,2.66,0,0,0,6.67,1.33,9.34,0,0,2.67,0
"60_SOCBOR2_9",9.33,49.33,0,19.99,1.33,0,0,0,1.33,2.67,6.66,0,0,2.67,0
"60_SOCBOR2_10",1.33,58.67,0,6.67,4,0,0,0,1.33,0,10.67,0,0,1.33,0
"60_SOCBOR2_11",0,61.34,1.33,1.33,0,0,0,0,0,0,21.33,0,0,0,0
"60_SOCBOR2_12",2.67,20,20,11.99,2.67,0,0,0,9.33,0,8,0,0,1.33,0
"60_SOCBOR2_13",10.67,49.33,0,4,0,0,0,0,4,0,16,0,0,2.67,1.33
"60_SOCBOR2_14",5.33,65.32,0,5.33,0,0,0,0,1.33,0,8,0,0,0,0
"60_SOCBOR2_15",16,50.67,0,12,4,0,0,0,1.33,0,2.67,0,0,0,1.33
"60_SOCBOR2_16",0,62.66,4,8,0,0,0,0,2.67,0,5.34,0,0,0,0
"60_SOCBOR2_17",8,47.99,4,0,2.67,0,0,0,8,0,8,0,0,0,0
"60_SOCBOR2_18",8,46.67,1.33,0,0,0,0,0,1.33,0,13.34,0,0,1.33,0
"60_SOCBOR2_19",22.66,68,1.33,2.67,0,0,0,0,0,0,0,0,0,0,0
"60_SOCBOR2_20",0,58.67,0,0,1.33,0,0,0,8,0,17.33,0,0,1.33,0
"60_SOCBOR2_21",0,54.66,0,10.66,0,0,0,0,2.67,0,6.66,0,0,0,0
"60_SOCBOR2_22",1.33,30.67,1.33,0,0,0,0,0,22.67,0,5.34,0,0,0,0
"60_SOCBOR2_23",2.67,21.34,17.33,9.33,2.67,0,0,0,17.33,0,8,0,1.33,0,0
"60_SOCBOR2_24",18.66,49.33,5.33,2.67,2.66,0,0,0,2.67,0,1.33,0,0,1.33,0
"60_SOCBOR2_25",2.67,24,16,3.99,0,0,0,0,16,0,12,0,0,0,0
"60_SOCBOR2_26",1.33,37.33,1.33,19.99,0,0,0,0,6.67,0,1.33,0,0,0,0
"60_SOCBOR2_27",0,46.67,16,4,1.33,0,0,0,5.33,0,4,0,0,0,0
"60_SOCBOR2_28",12,36.01,8,19.99,1.33,0,0,0,5.33,0,2.67,0,0,0,0
"60_SOCBOR2_29",5.33,21.34,36,2.67,1.33,0,0,0,2.67,0,9.33,0,0,0,0
"60_SOCBOR2_30",0,66.66,0,12,0,0,0,0,9.33,0,0,0,0,0,2.67
"60_SOCMOO1_1",0,0,0,0,0,0,0,0,17.33,0,4,0,0,0,0
"60_SOCMOO1_2",0,0,0,0,0,0,0,0,17.33,0,0,0,0,0,0
"60_SOCMOO1_3",0,0,6.67,0,0,0,0,0,14.67,0,0,0,2.67,0,1.33
"60_SOCMOO1_4",0,0,0,1.33,0,0,0,0,33.33,0,2.67,0,0,0,0
"60_SOCMOO1_5",0,5.33,1.33,0,0,0,0,0,50.67,0,0,0,0,0,0
"60_SOCMOO1_6",0,4,0,1.33,0,0,0,0,30.67,0,0,0,0,0,0
"60_SOCMOO1_7",1.33,2.66,0,0,2.67,0,0,0,28,0,0,0,0,0,0
"60_SOCMOO1_8",0,0,0,1.33,0,0,0,0,18.67,0,0,0,0,0,0
"60_SOCMOO1_9",0,1.33,0,0,0,0,0,0,28,0,5.33,0,0,0,0
"60_SOCMOO1_10",0,1.33,0,0,0,0,0,0,34.67,0,18.67,0,0,0,0
"60_SOCMOO1_11",0,1.33,0,0,0,0,0,0,28,0,24,0,0,0,0
"60_SOCMOO1_12",0,2.66,0,1.33,1.33,0,0,0,45.33,0,4,0,0,0,0
"60_SOCMOO1_13",0,0,6.67,1.33,0,0,0,0,38.67,0,1.33,0,0,0,0
"60_SOCMOO1_14",0,0,0,0,0,0,0,0,44,0,0,0,0,0,1.33
"60_SOCMOO1_15",13.33,2.66,0,0,0,0,0,0,38.67,0,1.33,0,0,0,0
"60_SOCMOO1_16",2.67,10.66,0,1.33,0,0,0,0,45.33,0,0,0,0,0,0
"60_SOCMOO1_17",0,5.33,9.33,1.33,0,0,0,0,40,0,0,0,0,0,0
"60_SOCMOO1_18",0,4,0,2.66,0,0,0,0,38.67,0,6.67,0,0,0,0
"60_SOCMOO1_19",0,9.33,0,1.33,0,0,0,0,57.33,0,0,0,0,0,0
"60_SOCMOO1_20",2.67,6.67,0,10.67,0,0,0,0,46.67,0,0,0,0,0,0
"60_SOCMOO1_21",0,9.33,0,0,0,0,0,0,58.67,0,8,0,0,0,0
"60_SOCMOO1_22",0,2.67,0,0,0,0,0,0,42.67,0,1.33,0,0,0,0
"60_SOCMOO1_23",0,8,2.67,6.67,0,0,0,0,37.33,0,1.33,0,0,0,0
"60_SOCMOO1_24",0,5.33,0,5.33,1.33,0,0,0,41.33,0,0,0,0,0,0
"60_SOCMOO1_25",0,9.33,0,0,0,0,0,0,26.67,0,6.67,0,0,0,0
"60_SOCMOO1_26",0,1.33,0,0,1.33,0,0,0,54.67,0,0,0,0,0,0
"60_SOCMOO1_27",0,1.33,0,0,0,0,0,0,52,0,0,0,0,0,0
"60_SOCMOO1_28",0,0,0,0,0,0,0,0,40,0,1.33,0,0,0,0
"60_SOCMOO1_29",0,1.33,1.33,0,0,0,0,0,28,0,8,0,0,0,0
"60_SOCMOO1_30",0,0,0,0,0,0,0,0,37.33,0,5.33,0,0,0,0
"60_SOCMOO2_1",0,6.66,0,0,2.67,0,0,0,17.33,0,0,0,0,0,0
"60_SOCMOO2_2",0,1.33,1.33,0,0,0,0,0,12,0,0,0,0,0,0
"60_SOCMOO2_3",0,4,0,0,0,0,0,0,13.33,0,0,0,0,0,0
"60_SOCMOO2_4",0,4,0,0,0,0,0,0,8,0,0,0,0,0,0
"60_SOCMOO2_5",0,6.67,2.67,0,1.33,0,0,0,9.33,0,0,0,0,0,0
"60_SOCMOO2_6",0,1.33,0,0,6.66,0,0,0,9.33,0,0,0,0,0,0
"60_SOCMOO2_7",0,22.66,0,0,0,0,0,0,22.67,0,0,0,0,0,0
"60_SOCMOO2_8",1.33,1.33,10.67,0,0,0,0,0,17.33,0,1.33,0,0,0,0
"60_SOCMOO2_9",0,10.66,5.33,0,1.33,0,0,0,20,0,1.33,0,0,0,0
"60_SOCMOO2_10",0,5.33,0,0,1.33,0,0,0,22.67,0,2.67,0,0,0,0
"60_SOCMOO2_11",0,6.66,0,0,1.33,0,0,0,22.67,0,0,0,0,0,0
"60_SOCMOO2_12",1.33,3.99,0,0,4,0,0,0,10.67,0,4,2.67,0,0,0
"60_SOCMOO2_13",10.67,32,0,0,5.33,0,0,0,10.67,0,0,0,0,0,0
"60_SOCMOO2_14",0,1.33,0,0,1.33,0,0,0,8,0,0,0,0,0,0
"60_SOCMOO2_15",0,0,0,0,1.33,0,0,0,13.33,0,0,6.67,0,0,0
"60_SOCMOO2_16",10.67,1.33,0,0,0,0,0,0,10.67,0,2.67,0,0,0,0
"60_SOCMOO2_17",1.33,6.66,14.66,0,0,0,0,0,9.33,0,1.33,1.33,0,0,0
"60_SOCMOO2_18",5.33,16,16,0,0,0,0,0,13.33,0,0,0,0,0,0
"60_SOCMOO2_19",0,20,4,0,0,0,0,0,8,0,1.33,1.33,0,0,0
"60_SOCMOO2_20",1.33,6.67,0,0,0,0,0,0,32,0,0,0,0,0,0
"60_SOCMOO2_21",10.67,4,4,0,1.33,0,0,0,16,0,0,0,0,0,0
"60_SOCMOO2_22",0,2.67,0,0,1.33,0,0,0,16,0,0,0,0,0,0
"60_SOCMOO2_23",1.33,13.33,0,0,0,0,0,0,0,0,1.33,0,0,0,0
"60_SOCMOO2_24",6.67,4,0,0,0,0,0,0,21.33,0,0,0,0,0,0
"60_SOCMOO2_25",5.33,13.32,20,0,1.33,0,0,0,12,0,0,0,0,0,0
"60_SOCMOO2_26",0,9.33,5.33,0,2.66,0,0,0,9.33,0,2.67,0,0,0,0
"60_SOCMOO2_27",8,6.66,2.66,1.33,4,0,0,0,13.33,0,0,0,0,0,0
"60_SOCMOO2_28",1.33,5.33,8,1.33,1.33,0,0,0,13.33,0,1.33,0,0,0,0
"60_SOCMOO2_29",2.67,9.33,8,5.33,1.33,0,0,0,13.33,0,1.33,0,0,0,0
"60_SOCMOO2_30",2.67,7.99,0,2.67,1.33,0,0,0,16,0,0,0,0,0,0
"60_SOCTAH1_1",0,1.33,2.67,10.67,0,0,0,0,18.67,0,9.33,0,0,0,0
"60_SOCTAH1_2",0,4,0,9.33,0,0,0,0,12,0,13.33,0,0,0,0
"60_SOCTAH1_3",0,5.34,1.33,2.67,1.33,0,0,0,2.67,0,10.67,0,0,0,0
"60_SOCTAH1_4",0,5.33,0,8,1.33,0,0,0,9.33,0,10.67,0,0,0,0
"60_SOCTAH1_5",0,4,0,9.34,0,0,0,0,9.33,0,13.33,0,0,0,0
"60_SOCTAH1_6",0,2.66,0,5.33,0,0,0,0,22.67,0,14.67,0,0,0,0
"60_SOCTAH1_7",0,6.66,0,8,2.66,0,0,0,10.67,0,8,0,0,0,0
"60_SOCTAH1_8",0,5.33,1.33,2.66,0,0,0,0,9.33,1.33,17.33,1.33,0,0,0
"60_SOCTAH1_9",0,1.33,0,6.66,1.33,0,0,1.33,9.33,0,1.33,0,0,0,0
"60_SOCTAH1_10",0,0,4,1.33,0,0,0,0,10.67,0,6.67,0,0,0,0
"60_SOCTAH1_11",0,10.66,2.67,2.66,0,0,0,2.67,4,0,4,0,0,0,0
"60_SOCTAH1_12",0,6.67,0,1.33,0,0,0,0,10.67,0,4,0,0,0,0
"60_SOCTAH1_13",0,2.66,1.33,4,0,0,0,0,5.33,0,2.67,0,0,0,0
"60_SOCTAH1_14",0,6.66,0,1.33,2.67,0,0,0,17.33,0,12,0,0,0,1.33
"60_SOCTAH1_15",0,2.66,0,0,0,0,0,0,26.67,0,5.33,0,0,0,0
"60_SOCTAH1_16",0,9.33,0,1.33,0,0,0,0,14.67,0,2.67,0,0,0,0
"60_SOCTAH1_17",0,6.66,0,9.33,0,0,0,0,8,0,0,0,0,0,0
"60_SOCTAH1_18",0,4,0,4,0,0,0,2.67,6.67,0,0,0,0,0,0
"60_SOCTAH1_19",0,14.67,0,1.33,0,0,0,0,16,0,20,0,0,0,0
"60_SOCTAH1_20",1.33,13.33,0,6.67,0,0,0,0,12,0,9.33,0,0,0,0
"60_SOCTAH1_21",0,1.33,0,16,0,0,0,0,24,0,12,0,0,0,0
"60_SOCTAH1_22",0,2.66,0,5.33,0,0,0,0,12,0,4,0,0,0,1.33
"60_SOCTAH1_23",0,5.33,0,12,0,0,0,0,5.33,0,6.67,0,0,0,0
"60_SOCTAH1_24",0,5.33,0,17.33,0,0,0,0,9.33,0,6.67,0,0,0,0
"60_SOCTAH1_25",1.33,4,0,6.67,0,0,0,0,5.33,0,6.67,0,0,0,0
"60_SOCTAH1_26",0,0,0,10.67,0,0,0,0,9.33,1.33,13.34,0,0,0,0
"60_SOCTAH1_27",0,1.33,0,10.66,0,0,0,2.67,10.67,0,17.33,0,0,0,1.33
"60_SOCTAH1_28",0,1.33,0,8,0,0,0,1.33,10.67,0,16,0,0,0,0
"60_SOCTAH1_29",0,1.33,0,5.33,0,0,0,0,9.33,0,14.67,0,0,0,1.33
"60_SOCTAH1_30",0,1.33,0,8,1.33,0,0,1.33,4,0,6.67,0,0,0,0
"60_SOCTAH2_1",0,0,0,13.33,0,0,0,0,6.67,0,0,0,0,0,0
"60_SOCTAH2_2",0,0,0,5.34,0,0,0,0,1.33,0,2.67,0,0,0,0
"60_SOCTAH2_3",0,0,0,5.33,0,0,0,0,0,0,10.67,0,0,0,0
"60_SOCTAH2_4",0,0,0,32.01,0,0,0,0,0,1.33,4,0,0,0,0
"60_SOCTAH2_5",0,2.67,0,12,0,2.67,0,0,2.67,1.33,8,1.33,0,0,0
"60_SOCTAH2_6",0,0,0,8,0,0,0,0,0,2.67,1.33,0,0,0,0
"60_SOCTAH2_7",0,2.67,0,9.33,0,0,0,1.33,2.67,0,12,0,0,0,0
"60_SOCTAH2_8",0,0,0,20,0,4,0,0,0,8,4,0,0,0,0
"60_SOCTAH2_9",0,0,0,21.32,0,0,0,0,0,1.33,8,0,0,0,0
"60_SOCTAH2_10",0,1.33,0,2.66,0,0,0,5.33,0,0,0,0,0,0,0
"60_SOCTAH2_11",0,1.33,0,8,0,0,0,0,0,0,5.33,0,0,0,0
"60_SOCTAH2_12",0,0,0,2.67,0,0,0,0,2.67,0,4,0,0,0,0
"60_SOCTAH2_13",0,0,0,0,0,0,0,0,0,0,2.67,0,0,0,0
"60_SOCTAH2_14",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"60_SOCTAH2_15",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"60_SOCTAH2_16",0,1.33,0,1.33,0,0,0,0,0,1.33,4,0,0,0,0
"60_SOCTAH2_17",0,0,0,25.34,0,0,0,0,2.67,0,9.33,0,0,0,0
"60_SOCTAH2_18",0,2.67,0,12,1.33,0,0,0,4,0,1.33,0,0,0,0
"60_SOCTAH2_19",0,0,0,34.67,0,0,0,0,2.67,0,5.33,0,0,0,0
"60_SOCTAH2_20",0,0,0,10.67,0,0,0,0,1.33,0,0,0,0,0,0
"60_SOCTAH2_21",0,0,0,13.34,1.33,0,0,0,2.67,0,12,0,0,0,0
"60_SOCTAH2_22",0,0,0,5.34,0,0,0,0,0,0,2.67,0,0,0,0
"60_SOCTAH2_23",0,1.33,0,14.66,0,0,0,0,9.33,0,1.33,0,0,0,0
"60_SOCTAH2_24",0,0,0,6.67,2.67,0,0,0,5.33,0,0,0,0,0,1.33
"60_SOCTAH2_25",0,2.67,0,29.33,1.33,0,0,0,1.33,0,10.67,0,0,0,0
"60_SOCTAH2_26",0,0,0,4,0,0,0,0,0,0,6.67,0,0,0,0
"60_SOCTAH2_27",0,1.33,0,22.67,0,0,0,0,2.67,0,1.33,0,0,0,0
"60_SOCTAH2_28",0,0,0,0,0,0,0,0,5.33,0,0,0,0,0,0
"60_SOCTAH2_29",0,0,0,6.67,0,0,0,1.33,8,1.33,9.33,0,0,0,0
"60_SOCTAH2_30",0,0,0,28,1.33,0,0,0,4,0,5.33,0,0,0,0
"60_TUAMAK1_1",8,10.67,38.67,37.33,1.33,0,0,0,0,0,0,0,0,0,0
"60_TUAMAK1_2",0,16,38.67,13.33,0,0,0,0,1.33,0,0,0,1.33,0,0
"60_TUAMAK1_3",0,21.33,14.67,5.33,0,0,0,0,0,0,0,0,5.33,0,0
"60_TUAMAK1_4",4,4,29.33,14.67,1.33,0,0,0,1.33,0,0,0,18.67,0,0
"60_TUAMAK1_5",6.67,10.67,6.67,18.67,1.33,0,0,0,0,0,0,0,41.33,0,0
"60_TUAMAK1_6",1.33,14.67,10.67,1.33,0,0,0,0,1.33,0,0,0,5.33,0,0
"60_TUAMAK1_7",0,14.67,8,6.67,0,0,0,0,12,0,0,0,0,0,0
"60_TUAMAK1_8",0,22.67,28,17.33,0,0,0,0,2.67,0,0,0,1.33,0,0
"60_TUAMAK1_9",0,46.67,16,24,0,0,0,0,0,0,0,0,6.67,0,0
"60_TUAMAK1_10",0,0,0,0,2.67,0,0,0,0,0,0,0,29.33,0,0
"60_TUAMAK1_11",0,32.01,29.33,20,2.67,0,0,0,2.67,0,0,0,0,0,0
"60_TUAMAK1_12",20,64,0,5.33,0,0,0,0,0,0,0,0,0,0,0
"60_TUAMAK1_13",5.33,34.67,0,10.66,2.66,0,0,0,1.33,0,0,0,10.67,0,0
"60_TUAMAK1_14",0,40,21.33,20,1.33,0,0,0,1.33,0,0,0,0,0,0
